#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####
32.98194525,59.06338028,15.05376344,40.61617072,36.81042654,32.25806452,87.71615721,69.13247863,39.36363636,21.75684932,31.22277228,20.20920502,26.91699605,39.95535714,34.50689655,24.56521739,20.48327138,25.79693487,22.9004329,47.22222222,60.2887931,33.83613445,35.45551601,64.74048443,75.22382671,26.12,35.77430556,61.7231405,54.63636364,57.51190476,51.84255319,76.04867257,29.96982759,29.2810219,55.40374263,57.19788298,34.57352005,28.007287,60.77822311,35.28249704,26.1039643,37.63621297,23.97555417,25.28551532,33.62396694,36.98168193,45.95523581,17.1327947,20.49532474,79.86224992,68.6715749,25.58310056,77.75868373,21.60762378,29.41040759,56.52978339
34.32149097,75.63380282,16.0700659,46.0384731,40.74407583,36.92626728,97.07423581,79.11538462,39.66666667,22.53424658,37.98514851,21.50627615,27.85375494,40.47767857,40.24137931,28.65217391,22.51672862,26.73180077,24.31601732,56.05555556,69.85775862,34.06302521,40.99644128,71.28027682,79.50541516,34.33818182,43.63541667,69.39256198,62.8956229,65.82142857,62.7787234,79.55752212,36.89655172,29.7919708,59.56677775,60.9320788,43.83513686,34.04428251,66.45624582,45.18767286,31.47807824,40.01864512,28.16034804,30.10677809,44.79338843,49.92922565,50.99120703,17.54713072,23.14126864,84.56215153,72.68565941,33.54399441,83.85009141,24.09985498,34.93975904,68.80415162
36.24344787,97.53521127,17.57544225,49.9158401,46.17535545,43.42396313,104.8777293,86.67948718,39.88311688,23.94863014,48.21782178,23.62761506,29.45849802,41.42857143,46.32068966,35.36086957,25.86245353,28.36398467,26.78354978,63.83333333,77.84482759,34.18907563,46.7366548,76.67820069,83.11552347,43.45454545,51.05208333,75.83884298,70.04377104,73.13492063,71.82978723,82.88938053,45.375,30.25547445,63.12996668,63.40194061,52.65117759,40.26625561,70.1503006,54.8399842,36.92045156,42.21462606,32.38657551,34.76555246,56.69421488,63.58451291,54.91606715,17.97596851,27.19231741,88.41259429,76.0787452,42.80726257,88.39853748,26.43463849,39.98205588,78.6868231
39.5049505,121.9507042,20.21158515,53.69101292,54.67772512,52.62672811,110.7860262,92.66239316,40.22943723,26.73630137,59.75247525,27.85355649,32.20158103,42.87053571,52.01034483,43.9,31.82156134,31.6091954,31.57142857,71.35470085,85.25862069,34.17226891,52.03914591,81.71972318,86.71480144,52.55636364,57.77777778,80.90909091,76.34006734,79.88095238,80.09787234,86.00442478,54.35344828,30.68248175,66.56498334,65.56895031,60.07956715,45.78755605,73.18971276,63.04622679,41.76949331,44.410607,36.10316967,38.44707521,67.88016529,76.89425479,57.65254463,18.32815413,32.13798332,91.46277468,79.12932138,52.09497207,92.25959781,28.25771701,44.09125865,87.27436823
44.47874199,143.1690141,24.65140479,56.84700932,64.4549763,62.56682028,115.7947598,96.52564103,40.35930736,32.02054795,70.69306931,35.11715481,37.64031621,45.71428571,57.34482759,52.53478261,38.88475836,38.00766284,38.83116883,78.54700855,91.50862069,34.25630252,56.89323843,86.75778547,89.70036101,60.8,63.88888889,84.88842975,81.996633,85.63492063,87.41702128,88.31858407,62.22844828,31.06934307,70.06664958,67.34195825,66.6136219,50.46804933,75.79492318,70.35559068,46.2851142,46.32276776,39.50072509,41.8825441,78.45867769,88.75936719,60.38635758,18.64512119,37.28329543,91.9875369,81.37964149,60.41550279,95.84277879,29.79697535,47.62881312,93.92148014
52.24228305,159.7394366,32.5945196,59.17342952,74.51658768,72.41013825,120.2751092,99.54273504,40.57575758,39.4760274,81.45049505,44.19665272,46.86561265,49.70089286,62.57586207,60.66521739,47.39776952,46.56321839,47.0995671,85.0982906,97.5,34.31512605,61.68327402,92.11072664,90.75812274,68.83636364,69.29513889,88.88429752,87.81144781,91.12301587,94.32765957,88.30530973,69.51293103,31.30291971,73.39143809,67.98882682,72.40611076,54.41984305,78.07949232,76.96562623,50.13651877,47.13693806,42.67039569,44.9001857,88.31818182,100.041632,62.99760192,18.92894137,42.04447814,88.92423745,81.36043534,68.75,98.87751371,31.14356743,50.679313,99.14259928
64.76412347,172.9084507,43.63510232,60.6642621,83.08056872,80.61290323,124.3973799,101.6538462,40.60606061,47.57876712,92.42574257,53.54393305,57.90513834,54.04910714,66.96551724,68.60869565,55.60223048,55.92720307,54.93506494,90.48290598,103.0732759,34.29831933,65.69395018,96.64359862,88.3032491,75.68363636,73.40277778,92.6322314,93.62626263,96.42857143,100.7957447,85.73893805,75.4612069,31.44890511,75.09100231,66.17759483,77.12603437,57.3514574,78.84769539,81.83721849,52.95353111,46.28133416,45.16262689,47.12163417,96.1446281,109.3963364,65.40634159,19.11539258,46.04498357,82.13512627,78.30665813,76.57122905,99.69652651,32.08411021,52.70443476,103.1588448
80.8386721,183.5422535,54.7346514,61.61707244,89.91943128,86.85253456,126.7816594,103.2051282,40.76623377,54.85273973,101.7821782,61.63179916,68.40711462,57.78125,70.09310345,75.17391304,63.40892193,64.04980843,61.87445887,94.94444444,108.6206897,34.28571429,69.00355872,98.44290657,83.4765343,80.92,76.95486111,95.13636364,98.71043771,101.468254,106.9914894,80.32300885,79.56896552,31.54379562,74.48602922,62.20817407,81.42266073,59.38901345,77.18770875,85.14421177,54.60750853,43.80153304,47.16594158,48.62349118,102.0785124,117.5395504,66.58673062,19.29355707,49.20394238,71.8694654,72.53521127,82.49650838,97.2321755,32.65589393,54.42963343,106.1823105
97.07047175,192.0211268,64.35310441,62.35948302,95.02369668,91.23041475,126.6375546,103.1623932,40.92207792,62.2260274,108.8465347,69.0376569,78.31225296,61.19196429,72.74827586,80.2173913,69.51672862,71.92720307,68.26839827,99.47435897,113.8362069,34.18907563,72.11032028,96.92041522,75.20938628,85.52727273,80.3125,94.86363636,101.6599327,106.2301587,112.9489362,71.32743363,82.74568966,31.70437956,71.41758523,56.24816231,85.60471038,61.1911435,72.67869071,87.54247333,56.20110265,38.92065465,49.02216698,49.9001857,107.0123967,125.1998335,65.7340794,19.48000829,51.44553955,58.56674319,63.11459667,87.68505587,91.65265082,33.11995028,55.89079723,107.5812274
109.8602213,198.2887324,72.26153313,62.76825969,97.96208531,93.640553,121.2969432,100.0854701,40.995671,69.77054795,114.0940594,75.11715481,87.89328063,63.98660714,75.25172414,83.59565217,73.81784387,79.24521073,73.2034632,103.1196581,117.487069,34.03361345,75.17081851,90.31141869,63.17689531,89.64727273,83.56597222,91.37603306,100.9191919,109.2460317,117.7574468,61.03097345,85.43103448,31.79927007,63.8733658,47.4066451,89.52896244,62.54764574,65.40748163,89.60885026,57.48752954,32.7946965,50.79759685,50.89832869,110.8677686,132.0441299,62.52864375,19.60430909,53.14632297,44.72613972,50.86427657,92.49301676,83.17001828,33.48456598,57.08023584,106.7373646
119.0040769,201.9225352,79.83697537,62.37751728,99.66824645,94.99078341,110.7292576,92.94871795,41.03896104,77.1130137,118.9108911,79.88702929,97.06324111,66.25,77.57586207,86.75217391,77.43494424,85.87356322,76.82683983,103.7606838,117.8448276,33.79411765,77.87544484,78.24567474,49.3032491,92.86181818,85.73958333,83.70661157,95.16161616,109.234127,119.0765957,51.5619469,87.71551724,31.77737226,52.28659318,37.77418406,91.35264163,63.19226457,54.19839679,90.68747531,58.20425308,26.6003729,52.37828879,51.51578459,112.6446281,136.8859284,56.88782307,19.58359229,54.56911802,33.39783536,38.46670935,97.34636872,68.56672761,33.4307023,57.62624968,101.9088448
126.249272,203.1690141,86.58688866,60.44484521,100.7725118,95.43778802,92.13973799,82.17948718,40.96536797,83.91438356,123.1831683,83.55648536,104.8102767,67.94642857,78.57586207,89.27391304,80.80669145,91.72413793,79.55411255,100.8119658,113.8232759,33.62605042,78.7544484,63.93425606,37.59205776,93.6,85.27777778,71.80578512,82.04377104,105.3055556,116.6085106,45.69469027,88.43534483,31.66788321,39.62317355,29.19729491,89.55124125,61.91984305,42.34134937,89.38364283,57.46915201,22.62274705,53.1593122,50.7729805,110,136.7485429,48.2280842,19.55666045,55.69118019,26.58904559,29.60947503,100.9322626,52.43144424,32.75947794,56.78800308,93.83122744
131.0832848,202.0633803,91.60596601,57.46017433,101.2796209,94.43778802,72.03930131,67.91880342,40.87878788,90.1130137,125.6782178,86.23430962,111.3043478,69.38839286,77.65517241,90.60869565,83.78066914,96.8467433,81.87445887,95.11538462,104.1681034,33.43277311,77.86476868,51.51211073,30.67509025,91.01818182,81.95486111,59.46280992,66.72390572,95.5952381,109.9276596,42.11061947,86.69396552,31.37591241,30.47167393,24.54278153,84.57352005,58.74439462,32.16432866,85.32990913,54.96718299,20.3231821,52.5440232,48.89275766,102.9876033,131.5570358,38.94750866,19.384711,56.17134193,22.79435881,24.8943662,101.9657821,37.90493601,31.46882121,54.31171494,83.12274368
134.5544554,198.8943662,95.63995838,54.27412083,100,90.40092166,53.59388646,52.16666667,40.47619048,97.23630137,123.5148515,88.25523013,117.8142292,70.52232143,74.80344828,88.9,85.91078067,101.8122605,83.54978355,85.52564103,88.87931034,33.30672269,74.79359431,43.7266436,26.14801444,85.05454545,75.94791667,48.7892562,51.91919192,80.70238095,95.78723404,39.6460177,82.16810345,30.99635036,25.37810818,21.74948545,75.24824952,53.93217489,26.45290581,78.99249309,50.97663429,18.94965817,50.55521028,45.61977716,90.5661157,119.6378018,30.61550759,19.15682619,55.59009351,20.52148245,22.04545455,99.02234637,29.98171846,29.6457427,50.19994873,68.95306859
136.0104834,192.3239437,98.15123136,49.89480012,95.08530806,83.42396313,42.6768559,38.58974359,40.2034632,104.6575342,116.980198,87.54393305,123.3596838,71.11607143,70.3,84.53478261,85.26765799,105.3371648,84.02597403,72.50854701,72.28448276,33.24789916,67.94661922,38.52249135,23.15162455,74.19272727,65.92708333,42.32644628,42.38047138,64.45634921,77.53191489,37.99557522,74.59913793,30.5,22.36093309,20.10291091,61.56269892,46.25280269,23.02271209,70.61635717,45.05119454,18.14170292,46.68116843,40.47585887,73.04545455,99.79184013,25.47295497,18.72177336,53.44958302,19.34076746,20.32650448,92.21368715,25.15539305,26.86347628,43.28890028,53.23555957
136.1852068,182.2746479,99.7329171,43.08085362,87.33175355,73.59447005,36.65065502,29.94444444,39.9004329,110.7773973,107.0148515,84.08786611,126.5612648,70.74553571,62.45862069,77.70869565,82.04460967,106.1034483,81.93506494,58.21794872,58.43534483,33.19327731,58.35231317,34.70588235,21,60.02545455,53.73958333,37.43801653,35.28619529,51.48015873,59.11914894,36.84513274,63.39224138,30.04744526,21.7046911,19.00323434,46.34945894,37.6205157,20.6746827,57.75187673,37.51640851,17.64449969,40.26724674,33.96703807,54.55785124,75.61615321,22.11564082,18.14170292,49.91913065,18.5208265,19.27016645,79.61941341,21.90127971,23.85954009,35.35760062,38.76353791
134.1292953,167.0422535,99.47970864,35.54854223,77.91469194,61,33.76855895,25.91025641,39.78354978,113.1164384,93.45049505,77.71129707,124.8893281,69.13839286,53.03448276,68.40434783,76.46840149,103,77.61904762,47.72222222,49.98706897,33.30672269,48.26690391,32.08650519,19.60288809,45.64727273,41.97916667,34.11983471,30.53872054,43.51984127,47.54468085,36.28318584,51.52155172,29.60948905,20.48192771,18.3387239,34.08656906,29.47589686,19.27187709,44.17226393,30.22578104,17.30474415,32.89828051,27.57660167,38.99586777,52.77685262,20.07194245,17.55334576,44.28354814,18.0944572,18.684379,62.62918994,19.95246801,21.13113735,27.97487824,29.63447653
131.3511939,147.2323944,98.11654527,29.78659453,66.77725118,48.7235023,32.48908297,24.05982906,39.49350649,111.619863,77.77227723,69.77824268,119.7747036,66.30803571,44.37931034,57.37826087,68.9330855,96.15708812,71.96103896,41.28205128,44.52586207,33.37394958,41.54092527,30.50865052,18.85559567,35.37090909,34.57291667,32.03719008,27.63299663,38.50396825,40.72340426,35.98672566,41.60775862,29.36861314,19.60266598,17.96530432,27.43475493,24.76737668,18.59385438,32.82101936,24.9593069,17.09757613,26.75989227,23.38207985,30.2768595,38.25978351,18.99813483,17.11829294,37.42734395,17.79927845,18.37387964,46.09986034,18.976234,19.6664595,23.66059985,24.65252708
126.4997088,118.3802817,94.70343392,26.80192365,54.88151659,38.38709677,31.71615721,23.11965812,39.33766234,105.6952055,61.63366337,59.24686192,110.1462451,61.77232143,38.79310345,46.14347826,58.35315985,83.56321839,64.27272727,36.93589744,40.875,33.5,37.3202847,29.56055363,18.4368231,28.95636364,29.93055556,30.74380165,25.76767677,35.11904762,36.11489362,35.80973451,35.51724138,29.17153285,17.65444758,17.78006469,23.36091661,21.98150224,18.26987308,26.72066377,22.08716198,16.98777709,23.20281748,20.93082637,25.07024793,29.55870108,18.41993072,16.85726124,30.52817791,17.67792719,18.2362356,34.10265363,18.47531993,18.77563704,21.20738272,21.75090253
119.9359348,88.04929577,89.4658342,25.12774271,44.44075829,33.11981567,31.31004367,22.60683761,39.23376623,92.55821918,49.81683168,47.9916318,94.35968379,56.33928571,35.26551724,37.70869565,46.79182156,68.59386973,54.42857143,34.17521368,38.50431034,33.37394958,34.5658363,29.03114187,18.15884477,24.73818182,26.89930556,30.07024793,24.57912458,33.02777778,33.00851064,35.57522124,31.45258621,29.01459854,17.31094591,17.73007939,20.93252705,20.26345291,18.11289245,22.96720664,20.33867157,16.93184172,20.99233478,19.45914578,21.95454545,24.56286428,18.12683187,16.65630827,25.33990397,17.63529026,18.1177977,27.60824022,18.28153565,18.27843381,19.62830044,20.11281588
111.1240536,62.23239437,80.15955602,24.03666967,38.26066351,30.07834101,31.07860262,22.23504274,39.20779221,74.71575342,41.3019802,38.0460251,75.54545455,50.92410714,32.64482759,31.91304348,37.11152416,54.01149425,44.02597403,32.19230769,36.82327586,33.41596639,32.48042705,28.68512111,17.96750903,21.62545455,24.66319444,29.58677686,23.78114478,31.50793651,30.7787234,35.45575221,28.375,28.91605839,17.14175852,17.69185534,19.23297263,19.12275785,18.03607214,20.50572896,19.1992649,16.89040812,19.49451005,18.48421541,19.97107438,21.35720233,17.96695977,16.51129066,22.03689664,17.6221712,18.03137004,23.1948324,18.10968921,17.94696499,18.66188157,19.07490975
99.49330227,47.9084507,66.82969129,23.41448753,35.15165877,28.43317972,30.99126638,22.08119658,39.12121212,57.14726027,35.62871287,31.72803347,58.24901186,47.09821429,31.03448276,28.01304348,31.02973978,44.62452107,36.1038961,30.9957265,35.91810345,33.45798319,31.16370107,28.5017301,17.8700361,19.6,23.23958333,29.29752066,23.28956229,30.63492063,29.57446809,35.5,26.40948276,28.80656934,17.0212766,17.67127315,18.3418205,18.51737668,18.04609218,19.16238641,18.6741927,16.86347628,18.66583799,17.95961003,18.84297521,19.59616986,17.84439115,16.44914025,20.0075815,17.6680879,17.88412292,20.625,18.01462523,17.76051378,18.1312484,18.5333935
84.83983692,41.03521127,52.26153313,23.17403066,33.63507109,27.6359447,30.87336245,21.97863248,39.03463203,45.74315068,31.98019802,27.66945607,48.06324111,44.67410714,29.98965517,25.52173913,27.23791822,38.86206897,31.32900433,30.21367521,35.44396552,33.54201681,30.3202847,28.53633218,17.80866426,18.41090909,22.38541667,29.20247934,23.00673401,30.07936508,28.80851064,35.60619469,25.20258621,28.79562044,16.9366829,17.68009409,17.9503501,18.20908072,17.99265197,18.46305808,18.36965083,16.86347628,18.29915061,17.66480966,18.26446281,18.72189842,17.7111644,16.40770665,18.910791,17.63529026,17.80729834,19.31913408,17.94149909,17.73358193,17.94411689,18.35288809
67.75189284,37.41549296,39.6566077,22.98467087,32.92417062,27.26728111,30.90393013,21.91025641,39.03463203,38.26369863,29.55445545,24.90794979,41.22529644,43.08035714,29.40344828,23.92608696,24.63568773,34.99233716,28.16883117,29.85897436,35.25862069,33.5,29.92882562,28.58131488,17.76173285,17.75636364,21.90972222,29.1322314,22.82828283,29.86904762,28.37021277,35.66371681,24.48275862,28.79562044,16.89310433,17.73007939,17.74984087,18.07735426,18.00267201,18.14697748,18.22000525,16.89869484,18.05883572,17.52553389,17.94628099,18.15154038,17.68451905,16.38698985,18.35481425,17.6221712,17.77528809,18.6452514,17.89031079,17.7688005,17.84926942,18.24458484
53.40710542,35.51408451,31.04405134,22.94259092,32.52606635,27.09677419,30.930131,21.88034188,39.07792208,33.25342466,28.08415842,23.10878661,36.90513834,42.15625,29.04482759,22.95652174,23.01115242,32.55555556,26.1038961,29.73076923,35.11637931,33.61344538,29.66903915,28.60553633,17.70036101,17.39272727,21.70138889,29.09090909,22.76094276,29.82936508,28.02978723,35.61946903,24.13793103,28.85766423,16.89310433,17.79770656,17.66390834,18.05773543,17.96927188,17.97708416,18.14124442,16.95255852,17.92624819,17.4628598,17.73966942,17.88925895,17.70050626,16.38698985,18.00101087,17.58937357,17.78809219,18.19134078,17.87934186,17.85788274,17.79800051,18.17238267
43.48864298,34.38732394,24.8456469,22.90351668,32.27488152,26.99078341,30.79912664,21.91025641,39.09090909,29.46232877,27.04455446,21.85355649,33.50592885,41.59375,28.93103448,22.34782609,21.86988848,30.7394636,24.64502165,29.55982906,35.0862069,33.65546218,29.50177936,28.5916955,17.68953069,17.13818182,21.53819444,29.03719008,22.65993266,29.82936508,27.90212766,35.5619469,23.87931034,28.86861314,16.97000769,17.83887092,17.62253342,18.02130045,18.01269205,17.93757408,18.10711473,16.99399213,17.85788274,17.47910864,17.59090909,17.68109908,17.7644551,16.40770665,17.76598433,17.65496884,17.79769526,18.04120112,17.92687386,17.7895173,17.76467572,18.08212996
38.26441468,33.75352113,20.89143254,22.90351668,32.18009479,26.97235023,30.69868996,21.89316239,39.1038961,26.94178082,26.45049505,21.12970711,31.31620553,41.21875,28.79310345,22.03043478,21.21561338,29.77011494,23.73593074,29.62820513,34.98706897,33.78151261,29.34875445,28.57093426,17.6534296,17.04363636,21.48263889,29.02066116,22.59259259,29.82936508,27.91489362,35.5619469,23.79310345,28.90510949,17.00333248,17.84769186,17.54614895,18.02130045,18.03607214,17.92572106,18.09661328,16.96706029,17.80194738,17.49535747,17.53305785,17.59783514,17.79909406,16.41392169,17.63204448,17.68776648,17.82970551,17.88756983,17.94149909,17.67143153,17.82363497,18.08212996
35.5678509,33.38028169,18.53277836,22.97264803,32.14691943,27.01843318,30.72925764,21.83760684,39.07792208,25.42123288,26.1039604,20.68200837,30.0513834,40.96875,28.79310345,21.9,20.82899628,29.23371648,23.19047619,29.61538462,34.90086207,33.85294118,29.3594306,28.58131488,17.64259928,17.00727273,21.43402778,28.95454545,22.59259259,29.8531746,27.84255319,35.58849558,23.65086207,28.96715328,17.03922071,17.82710967,17.50477403,18.00168161,18.15965264,17.93757408,18.04410606,16.91941164,17.75429874,17.5185701,17.50826446,17.51457119,17.7644551,16.42842345,17.56381097,17.74352247,17.86171575,17.81773743,17.98903108,17.62378289,17.83388875,18.09566787
34.1875364,33.16901408,17.30835935,22.92455666,32.03791469,26.94470046,30.7860262,21.88034188,39.12121212,24.54452055,25.85643564,20.46025105,29.43478261,40.87946429,28.75862069,21.7826087,20.60594796,28.86206897,22.85714286,29.7008547,34.95689655,33.92016807,29.32384342,28.58131488,17.68953069,17.00727273,21.43402778,28.93801653,22.58249158,29.8531746,27.8,35.67699115,23.57758621,29.01459854,17.12381441,17.83887092,17.44112031,18.05773543,18.22645291,17.98893718,18.0283539,16.90490988,17.71908017,17.47910864,17.50826446,17.47293922,17.77244871,16.46364201,17.51326763,17.75336176,17.88412292,17.73743017,17.96343693,17.66521649,17.81594463,18.08212996
33.52941176,32.95774648,16.64932362,23.00270514,31.84834123,26.99078341,30.75545852,21.91025641,39.17748918,24.13356164,25.72772277,20.34728033,29.13043478,40.84821429,28.75862069,21.69565217,20.40892193,28.57088123,22.6969697,29.65811966,35,33.87815126,29.25266904,28.67474048,17.76173285,16.99272727,21.44791667,29.03719008,22.55892256,29.90873016,27.6893617,35.89823009,23.52155172,29.0620438,17.31094591,17.85651279,17.39974539,18.02970852,18.23647295,18.04425128,17.95746915,16.94012844,17.67143153,17.4628598,17.47933884,17.44379684,17.7111644,16.53200746,17.49557746,17.7763201,17.91613316,17.77234637,18.07312614,17.71908017,17.72109715,18.09566787
33.12172394,32.79577465,16.11862643,22.99368801,31.92890995,26.95852535,30.75545852,21.92307692,39.19047619,23.89383562,25.59405941,20.28033473,28.93280632,40.9375,28.7137931,21.57826087,20.30855019,28.27586207,22.65367965,29.65811966,35.04310345,33.76890756,29.18149466,28.68512111,17.80866426,16.97090909,21.48263889,29.0785124,22.56902357,30.0515873,27.78723404,36.10619469,23.50431034,29.0620438,17.45706229,17.93590121,17.37746658,18.06894619,18.23647295,18.13512446,17.93909163,16.94634348,17.71908017,17.49535747,17.54958678,17.44379684,17.77244871,16.60865962,17.42987111,17.86487373,17.9993598,17.83170391,18.14625229,17.67764657,17.78261984,18.12725632
32.92370414,32.72535211,15.92091571,23.05380222,32.07109005,26.88018433,30.930131,21.9957265,39.23376623,23.75684932,25.55940594,20.23849372,28.84189723,40.9375,28.76896552,21.59565217,20.30855019,28.18773946,22.58441558,29.68803419,35.05603448,33.81092437,29.11032028,28.69550173,17.88086643,16.95636364,21.52777778,29.09090909,22.58249158,30.11904762,27.84255319,36.2699115,23.50431034,29.09854015,17.53396565,18.00352837,17.33609166,18.06894619,18.27989312,18.20229158,17.94959307,16.94634348,17.81644914,17.54178273,17.57438017,17.45628643,17.7644551,16.68324011,17.44503412,18.04854051,18.09539052,17.83170391,18.27056673,17.77501554,17.89284799,18.17238267
32.8072219,32.88732394,15.64342699,23.0748422,32.07109005,26.76036866,30.96069869,22.09401709,39.17748918,23.69863014,25.52970297,20.22175732,28.72332016,40.99553571,28.75862069,21.55217391,20.30855019,28.21072797,22.56709957,29.71367521,35.0862069,33.81092437,29.13523132,28.64013841,17.94223827,16.94545455,21.52777778,29.03719008,22.65993266,30.13095238,27.88510638,36.4159292,23.52155172,29.04014599,17.62881312,18.14172302,17.31381286,18.125,18.37007348,18.24180166,17.97584668,16.95255852,17.90553139,17.58820799,17.59090909,17.48542881,17.8177458,16.74539051,17.41218095,18.27812398,18.18181818,17.76187151,18.40219378,17.81644914,17.98769546,18.21750903
32.84799068,33.02816901,15.66770725,23.14397355,32.08530806,26.85253456,31.14847162,22.19230769,39.19047619,23.63013699,25.50990099,20.17991632,28.64426877,40.99553571,28.81724138,21.56521739,20.26022305,28.30268199,22.54112554,29.7991453,35.14224138,33.96218487,29.14590747,28.67474048,18.07581227,16.98181818,21.58680556,29.02066116,22.69360269,30.11904762,27.92765957,36.62389381,23.47844828,29.11313869,17.79031018,18.29755954,17.24061108,18.125,18.49365397,18.2655077,18.00997637,17.00227885,17.95525171,17.58820799,17.6322314,17.48542881,17.83373301,16.80754092,17.47030579,18.638898,18.39628681,17.77234637,18.62157221,17.91381811,17.9953858,18.26263538
32.94700058,33.09859155,15.53936871,23.26420198,32.14691943,26.99078341,31.39737991,22.32051282,39.22077922,23.55136986,25.55940594,20.15481172,28.66798419,41.05803571,28.86206897,21.57826087,20.21189591,28.31417625,22.52380952,29.98717949,35.17241379,34.06302521,29.18149466,28.70934256,18.3032491,16.99272727,21.64236111,29.03719008,22.82828283,30.21031746,28.01276596,37.03539823,23.53448276,29.17153285,18.02102025,18.62099383,17.20878421,18.15302691,18.71409486,18.29316476,18.04410606,17.15972654,17.94696499,17.60213556,17.72727273,17.45628643,17.87903011,16.86969132,17.52084913,19.18661856,18.75800256,17.78282123,19.03839122,17.95525171,17.94411689,18.35288809
33.04018637,33.07746479,15.59833507,23.41448753,32.30805687,27.12903226,31.84716157,22.56410256,39.48051948,23.49315068,25.64356436,20.11297071,28.6284585,41.16071429,29.05862069,21.60869565,20.27137546,28.26436782,22.48051948,30.37179487,35.30172414,34.3697479,29.14590747,28.81314879,18.79783394,17.01818182,21.73611111,29.26859504,22.91919192,30.26587302,28.12765957,37.84513274,23.53448276,29.29562044,18.44911561,19.20905616,17.25015913,18.21748879,19.17167669,18.34452785,18.10711473,17.40832815,17.98839859,17.59517177,17.80991736,17.4979184,18.01225686,16.95255852,17.58908264,20.30173827,19.50384123,17.83170391,19.7440585,17.96146675,17.90053832,18.42509025
32.78974956,33.11971831,15.42490461,23.5737902,32.46445498,27.43317972,32.28384279,22.87606838,39.96969697,23.44863014,25.72772277,20.13807531,28.54940711,41.20535714,29.35517241,21.65217391,20.27137546,28.26436782,22.48051948,31.14102564,35.50431034,34.56722689,29.15658363,29.04152249,19.7833935,17.06545455,21.79513889,29.62809917,23.16498316,30.35714286,28.25531915,39.34955752,23.57758621,29.2810219,19.18226096,20.23816525,17.35518778,18.36603139,19.92985972,18.37218491,18.1491205,17.8309509,18.050549,17.61142061,17.85123967,17.52706078,18.24407141,17.02299565,17.67247915,22.11544769,20.6049936,17.85265363,20.87751371,18.050549,17.96975135,18.48826715
32.77227723,33.45070423,15.36593826,23.82626991,32.78199052,27.88018433,33.069869,23.33333333,40.74891775,23.44863014,25.89108911,20.15481172,28.40711462,41.23660714,29.78275862,21.81304348,20.30855019,28.27586207,22.48051948,32.25213675,35.63362069,34.95798319,29.25266904,29.47058824,21.29963899,17.09090909,21.92013889,29.97107438,23.45791246,30.55555556,28.48085106,41.71238938,23.65086207,29.3540146,20.21789285,21.79653043,17.50477403,18.50616592,21.01870407,18.49071513,18.29876608,18.44416822,18.02361715,17.72748375,17.9338843,17.62281432,18.56381561,17.08514605,17.74071266,24.46703837,22.25672215,17.87709497,22.42413163,18.14170292,18.19277108,18.63718412
32.59755387,33.78169014,15.3069719,24.19597235,33.31753555,28.51152074,34.14847162,24.13247863,42.12121212,23.44863014,26.32178218,20.23849372,28.36758893,41.30803571,30.7,22.13043478,20.42007435,28.36398467,22.55411255,34.27350427,35.86206897,35.79831933,29.33451957,30.40484429,23.68231047,17.15272727,22.05902778,30.45454545,24.03030303,30.98015873,28.79574468,44.42477876,23.78017241,29.41605839,21.72007178,24.33695972,17.73711012,18.75,22.94589178,18.64875543,18.43791021,19.30805884,18.00911539,17.89693593,18.16942149,17.77685262,19.13136158,17.14729646,17.86707101,27.18924237,24.61587708,17.93645251,24.77879342,18.46488502,18.47475006,18.99819495
