#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####
41.17647059,113.7323944,19.48317725,80.81454764,56.38388626,49.94009217,102.6331878,95.45726496,41.05194805,22.53424658,43.97524752,25.39748954,25.7826087,42.53125,54.78275862,39.2173913,24.06319703,29.04214559,26.19047619,75.84188034,80.65948276,35.43277311,46.80782918,80.0449827,98.95306859,41.22545455,48.15972222,88.2768595,69.8989899,75.96428571,72.35319149,98.4380531,53.20258621,32.31021898,67.55447321,83.48426933,50.51877785,47.79428251,86.20574482,56.30185697,42.43370964,39.51315517,30.07458048,37.49535747,52.31404959,53.99666944,63.39728217,18.74249016,27.87465251,96.98261725,90.90909091,38.78142458,95.94149909,32.71182929,44.21174058,82.34205776
47.07629586,137.9084507,24.02705515,86.07454163,70.01421801,63.07373272,111.9082969,106.7393162,41.93506494,25.1369863,55.80693069,31.85355649,27.52173913,45.25446429,62.62068966,50.76956522,29.69144981,33.88122605,31.80519481,85.58547009,89.66810345,35.78571429,54.22419929,86.55017301,106.5595668,50.55636364,58.56597222,96.88842975,77.18181818,84.89285714,81.37446809,103.9690265,65.54741379,33.12773723,72.45065368,88.97383123,57.92488861,56.13789238,92.86239145,69.2097985,50.4778157,41.93080588,35.93743526,45.19498607,63.29338843,64.48792673,69.23261391,19.6250259,34.70558504,103.5749426,97.32074264,48.45321229,103.1553931,35.9022167,51.2176365,94.52617329
57.11706465,158.5915493,31.51925078,90.31259393,85.35545024,78.52534562,120.2183406,116.5384615,42.5974026,29.98972603,68.66336634,41.54811715,31.14624506,50.45982143,70.44827586,63.44782609,38.67286245,41.76245211,41.38528139,94.68803419,97.70258621,36.09243697,61.06761566,93.27681661,113.5631769,59.35636364,68.09027778,104.6404959,83.92929293,92.85714286,89.54468085,109.380531,76.93965517,33.95255474,77.24429633,94.00176419,65.08593253,63.54540359,99.1750167,80.54919004,57.65292728,44.14750363,41.48125129,51.78040854,73.42975207,75.10407993,74.23394618,20.39154755,42.34773819,108.7471302,103.2970551,57.40223464,110.3583181,38.82328568,57.54165599,105.3249097
72.52766453,175.443662,42.54942768,94.16892095,100.6492891,93.97695853,128.5895197,124.7136752,43.29004329,36.36986301,81.02475248,52.39748954,37.45849802,57.51339286,78.02413793,75.56521739,49.35687732,50.88122605,53.21645022,102.6367521,104.9267241,36.27310924,67.49822064,100.0934256,118.6173285,67.89090909,76.84027778,112.3264463,90.61616162,100.2777778,97.24680851,113.2300885,88.04741379,34.59854015,81.83286337,98.10937959,71.56906429,70.31950673,105.1770207,91.01935994,64.49724337,45.84628133,46.55065258,57.71355617,83.58264463,85.34554538,79.0567546,21.04827015,50.01263584,110.2656609,107.1158771,65.93226257,117.2833638,41.26786824,63.11971289,115.4918773
95.29994176,190.915493,55.10579258,98.05530508,114.9146919,108.7880184,136.8995633,133.034188,43.8961039,43.61986301,94.04455446,64.0460251,45.44268775,65.38839286,85.05862069,87.69565217,61.01486989,60.77777778,66.06060606,110.7393162,112.6293103,36.51260504,73.59430605,107.1730104,119.3501805,76.46181818,85.07986111,120.6900826,98.07070707,108.2142857,105.587234,114.2610619,98.86637931,35.19343066,85.40630608,98.91208468,78.38001273,76.59753363,110.6212425,101.066772,70.7534786,46.19225192,51.43981769,63.13834726,94.17355372,95.44962531,83.91420197,21.46882121,56.95476371,107.1072483,106.4564661,74.50069832,122.7897623,43.60265175,68.38502948,125.767148
118.9458358,204.7394366,66.82969129,101.4517583,127.5829384,121.5806452,144.8340611,140.525641,44.5021645,50.57191781,106.3861386,75.38493724,54.00395257,72.94642857,91.48275862,98.73913043,72.0929368,70.18007663,78.6017316,118.9017094,120.762931,36.66806723,79.08540925,111.7647059,113.0685921,84.38909091,92.77777778,129.1859504,105.4781145,116.4801587,114.2680851,111.2389381,108.1767241,35.54744526,85.91899513,95.68656278,85.00954806,81.91423767,113.6372745,109.7076254,75.95169336,44.7337891,55.68054692,67.73444754,104.4504132,105.0374688,87.71649347,21.80857676,63.24740965,97.60577238,100.0224072,82.46159218,123.5941499,45.52102755,73.39143809,135.9521661
139.1205591,216.8309859,75.98681929,103.3152991,137.8815166,132.0414747,150.6419214,146.4401709,44.73160173,57.18150685,116.8960396,85.89958159,62.05533597,79.56696429,97.18275862,107.9695652,81.84758364,78.93869732,90.08658009,126.9529915,128.362069,36.75210084,84.02135231,112.6885813,98.05054152,91.82909091,99.78125,135.177686,110.7744108,124.0198413,122.7361702,101.460177,116.1508621,35.97445255,82.99666752,87.49485445,91.37492043,86.58352018,112.8156313,116.9221652,80.23890785,40.79759685,59.18790139,71.37883008,113.9380165,114.4587843,88.94217959,22.06339341,68.28405358,81.50213185,86.59731114,89.06075419,119.5246801,47.20737518,77.83388875,144.6435018
155.6959814,228.5422535,84.25251474,102.5939285,145.5781991,140.6129032,150.4366812,149.1581197,44.92207792,63.83561644,126.8663366,95.38493724,70.44664032,85.87946429,102.9413793,116.9695652,90.69516729,87.08812261,100.7489177,134.4871795,135.1853448,36.6512605,89.12099644,108.1418685,77.8700361,99.61090909,106.7013889,136.4876033,112.0639731,129.1944444,131.1617021,86.42920354,124.125,36.27737226,74.32196873,73.80182299,97.62253342,90.66704036,107.5818303,123.694192,84.3003413,34.72757406,62.4404392,74.58913649,123.2933884,124.3005828,86.2509992,22.33271183,72.6383624,62.17448344,68.5659411,95.92527933,108.2888483,48.4773151,81.55088439,151.8501805
169.9301107,237.0633803,91.83836282,98.68650436,152.3364929,147.8801843,142.9126638,145.7136752,44.89177489,69.94178082,137.0148515,103.7949791,78.80237154,90.86160714,108.4482759,125.6391304,98.67286245,94.30268199,109.969697,139.0042735,138.7198276,36.44117647,94.19928826,95.37370242,57.80866426,107.7709091,112.6284722,132.0371901,107.4646465,129.9603175,137.8723404,69.77876106,131.5818966,36.50729927,60.13073571,57.01264334,103.4150223,94.28251121,95.11356045,129.988147,87.45077448,28.1955666,65.21027553,77.08913649,132.4256198,133.5428809,79.4830802,22.5543816,76.57316149,44.67038373,49.99039693,102.8980447,88.32541133,49.29977212,84.44757754,154.4088448
183.3430402,243.2605634,99.27159209,92.24526601,158.5165877,154.5299539,123.8122271,135.8119658,44.87878788,76.20890411,147.9356436,112.5230126,87.56126482,95.58035714,112.4241379,134.7391304,106.9144981,101.954023,118.9480519,139.0726496,138.1465517,35.95378151,98.20996441,77.78546713,42.8267148,115.7345455,115.84375,118.607438,93.49158249,124.3769841,140.893617,56.40265487,138.5905172,36.43430657,44.34760318,40.98794472,106.6104392,94.69450673,75.8750835,134.6621889,88.16749803,22.98114771,66.66666667,77.8551532,139.0206612,139.8293089,65.7873701,22.59581521,80.56608542,32.79763857,35.71382843,110.1501397,65.04570384,48.94758649,85.64470649,150.1940433
193.5177635,246.2464789,105.8376691,82.23624887,163.6018957,158.8479263,95.4279476,117.4230769,44.55844156,82.48972603,157.490099,121.8410042,96.6798419,99.74553571,112.9206897,141.6217391,114.8959108,109.8084291,127.6190476,132.3076923,129.7112069,35.36554622,99.20640569,59.82698962,33.24909747,119.7454545,114.5486111,97.76859504,74.42087542,108.2539683,138.2680851,47.93362832,142.7887931,35.98540146,31.83799026,30.5292561,105.1877785,91.33127803,54.97661991,134.1762149,85.27960095,19.88812927,65.5479594,75.54085422,139.2024793,140.5370525,50.27977618,22.40107727,83.92721759,25.57231879,27.16709347,115.3037709,44.9725777,47.46840688,83.7657011,136.5658845
201.1065812,246.8521127,111.2382934,68.53020739,164.3601896,159.2949309,67.3231441,91.70940171,44.18614719,89.01712329,162.5594059,130.7656904,105.9407115,103.5133929,109.6206897,143.7826087,121.1524164,117.3448276,135.2251082,117.3931624,112.6724138,34.73529412,97.15302491,48.12110727,27.15884477,118.8363636,107.9965278,75.50826446,55.74747475,87.8968254,127.6468085,42.35840708,142.4439655,35.24452555,25.08843886,24.82505146,99.46849141,83.08015695,39.32197729,128.7909917,79.1992649,18.1126994,61.98466957,70.16480966,132.6157025,135.3455454,36.20303757,21.89144396,85.72908769,21.30862578,22.22471191,116.2814246,33.77330896,44.87880671,78.85157652,112.9196751
206.1327897,241.9014085,114.8699272,53.08987075,157.9478673,152.6589862,47,64.31623932,43.32034632,95.79794521,161.2722772,137.5732218,116.0592885,105.65625,101.4482759,139.8391304,123.5315985,123.5747126,141.3982684,96.3974359,91.04741379,34.24369748,88.72953737,40.57785467,23.09386282,111.8072727,92.92708333,58.18181818,43.41077441,67.17063492,106.4553191,38.88053097,136.2068966,34.02554745,20.93565752,21.46427521,86.53723743,69.8794843,30.50434202,117.1355196,68.84484117,17.07064429,54.6716387,59.89554318,115.785124,119.2048293,28.21742606,20.94468614,84.6853677,18.77008855,19.35659411,111.8261173,26.93601463,40.50134659,69.46167649,84.91425993
207.0646476,227.9084507,117.3534513,40.28554253,144.0616114,138.7419355,37.87336245,42.64957265,42.25108225,101.4828767,153.1831683,138.8995816,125.2055336,104.8526786,87,128.3043478,121.1263941,126.0651341,143.030303,74.91452991,70.94827586,33.92016807,75.45551601,35.57093426,20.55234657,95.81818182,74.01736111,47.73966942,35.63299663,53.57142857,81.73191489,36.5619469,121.7672414,32.66423358,18.3465778,19.47368421,67.95989815,54.08352018,25.06012024,95.50770446,55.2559727,16.46985705,44.56183965,47.54642526,91.00413223,94.17152373,23.34932054,19.80526207,80.31336871,17.30731387,17.71126761,98.63826816,22.58500914,34.38367516,55.9343758,59.01173285
205.3581829,201.6690141,117.3881374,32.12203186,120.3175355,114.2718894,32.38864629,30.81196581,41.12554113,104.5993151,132.9851485,134.9246862,130.9209486,101.4419643,69.52758621,107.7391304,112.1933086,124.6360153,139.2640693,58.6025641,57.09913793,33.58403361,59.96441281,31.83391003,18.76173285,74.99272727,55.30208333,40.02892562,29.74074074,43.70238095,59.81702128,34.95575221,99.56896552,31.24087591,16.65470392,18.1623052,47.98535964,39.44226457,21.40948564,70.22125642,41.10527698,16.07623783,34.06463642,35.22051996,63.97933884,66.0990841,19.90407674,18.62440439,71.37477887,16.46441456,16.75096031,77.87360335,19.71846435,27.93246323,41.58677262,41.36732852
198.9924287,160.8239437,115.9660076,27.47219717,91.26540284,84.74654378,29.62008734,25.2008547,40.37662338,104.3390411,106.0247525,123.5857741,131.9486166,94.19642857,53.92068966,82.95652174,95.0929368,114.9310345,129.3939394,47.76495726,47.70258621,33.28991597,48.19572954,29.42214533,17.71480144,54.01090909,43.46180556,34.86363636,25.78114478,37.11507937,46.83829787,34.15929204,75.34482759,30.31751825,15.65496027,17.46545134,33.54551241,29.84865471,19.18169673,47.24219676,30.88212129,15.82142117,26.36627305,27.18895079,43.45867769,44.80849292,17.93232081,17.7895173,58.0060652,16.00524762,16.20678617,55.56215084,18.21937843,23.11373524,30.62548065,30.53700361
190.3902155,117.6267606,111.2278876,24.86624587,64.58293839,58.01843318,28.34061135,22.53418803,39.88311688,100.010274,78.77722772,105.0753138,127.6166008,83.76339286,44.38965517,61.14347826,75.24163569,98.87739464,112.3679654,40.6965812,41.69396552,33.1512605,41.07829181,27.89965398,17.1732852,40.59272727,36.28472222,31.54132231,23.33333333,32.90873016,38.68085106,33.68584071,56.37931034,29.7080292,15.11663676,17.14201705,25.80203692,24.57118834,18.04609218,35.07309364,25.21134156,15.72405221,22.29749327,22.56267409,32.11983471,32.54371357,16.84785505,17.24259374,44.33409148,15.84125943,15.98271447,39.06075419,17.56124314,20.50963331,25.11407331,24.30956679
177.0355271,81.21830986,102.7748873,23.38443042,46.93364929,41.0921659,27.74235808,21.18376068,39.55411255,87.98972603,60.41089109,82.30125523,113.173913,71.66517857,38.25172414,47.13043478,56.40520446,78.63218391,90.17316017,35.85470085,37.53017241,33.1092437,36.27402135,27.11764706,16.92057762,31.96363636,31.08680556,29.54545455,21.84175084,30.1468254,33.23404255,33.39380531,44.77155172,29.37956204,14.8756729,16.96559835,21.15531509,21.33688341,17.36806947,27.65705255,21.82462589,15.68883364,19.77833023,19.81662024,25.2768595,24.88343047,16.24567013,16.89040812,33.30048016,15.63463431,15.79065301,29.71368715,17.14808044,19.01180858,21.69443732,20.78971119
159.4641817,59.22535211,86.88865765,22.56387136,38.7535545,33.44239631,27.26200873,20.41452991,39.26406926,70.99315068,48.7970297,61.41004184,91.18577075,60.98214286,34.23103448,38.16086957,44.20074349,61.42911877,67.56277056,32.69230769,35.15948276,33.07983193,32.9430605,26.67820069,16.71480144,26.24363636,27.39583333,28.33471074,20.94276094,28.53174603,29.6893617,33.09734513,37.14224138,29.07664234,14.71417585,16.78035872,18.45003183,19.47029148,17.04408818,23.18056104,19.7243371,15.66811684,18.27843381,18.26137419,21.35123967,20.51207327,15.88062883,16.71224363,26.8637857,15.55591997,15.71702945,24.02234637,16.78244973,18.16241972,19.71289413,18.95306859
133.4478742,46.42957746,66.71175858,22.08295762,34.07582938,29.03225806,26.930131,19.84188034,39.1038961,53.56164384,39.93564356,46.73640167,67.95652174,53.80803571,31.26551724,31.46521739,34.97026022,48.97701149,50.56277056,30.44017094,33.39224138,33.09663866,30.5088968,26.40138408,16.59566787,22.07272727,24.58333333,27.60330579,20.37037037,27.5,27.2893617,32.93362832,31.43534483,28.90510949,14.69623174,16.7009703,16.71865054,18.26513453,16.83366733,20.16199131,18.42215805,15.6619018,17.32546095,17.2632312,18.77272727,17.76436303,15.74740208,16.65009323,22.54233005,15.50344375,15.63060179,20.0523743,16.53747715,17.58856433,18.37990259,17.85649819
102.1549214,39.27464789,47.69337496,21.75232943,31.84834123,26.83410138,26.82532751,19.5,38.94805195,41.87328767,33.91089109,36.83263598,52.28063241,48.78125,29.36896552,27.03043478,28.79925651,40.88122605,39.75324675,29.08974359,32.5,33.05462185,28.886121,26.26297578,16.49819495,19.34545455,22.77777778,27.16115702,19.97643098,26.89285714,25.77446809,32.86283186,27.71551724,28.79562044,14.61163804,16.64216407,15.72246976,17.6205157,16.72344689,18.58158831,17.70280914,15.65568676,16.82204268,16.71309192,17.3677686,16.27810158,15.67545963,16.6003729,19.90649482,15.50344375,15.56658131,17.81773743,16.39122486,17.26331054,17.76467572,17.25180505
73.92545137,35.8943662,34.93929934,21.64111812,30.6492891,25.62211982,26.72489083,19.32905983,38.9047619,34.70205479,30.06435644,30.50209205,43.01581028,45.80357143,28.25172414,24.27391304,24.91821561,35.82375479,33.04329004,28.32051282,31.81034483,32.99579832,28.113879,26.20415225,16.49819495,17.73454545,21.73611111,26.91322314,19.80808081,26.45634921,24.9787234,32.86283186,25.43103448,28.80656934,14.61163804,16.69214937,15.22278803,17.32903587,16.54308617,17.76768076,17.34576004,15.68883364,16.62937642,16.4275766,16.61157025,15.48709409,15.57953637,16.56722602,18.48117261,15.48048541,15.43854033,16.65502793,16.41681901,17.18873006,17.49038708,16.84566787
54.33896331,33.75352113,27.28754769,21.43071836,29.85781991,24.97695853,26.59388646,19.23076923,38.93073593,29.85273973,27.82178218,26.23430962,36.81027668,43.64732143,27.64482759,22.60869565,22.51672862,32.63218391,28.62770563,27.89316239,31.50862069,32.97058824,27.62633452,26.1349481,16.45126354,16.77454545,21.10069444,26.73553719,19.73063973,26.16269841,24.46808511,32.88938053,24.05172414,28.82116788,14.5526788,16.650985,14.94907702,17.13284753,16.45624582,17.35677598,17.12522972,15.66811684,16.45535529,16.29526462,16.2107438,15.01665279,15.52624567,16.5175057,17.72302249,15.47064611,15.37451985,16.07192737,16.41681901,17.1327947,17.23404255,16.65162455
44.24577752,32.55633803,22.38293444,21.31950706,29.41706161,24.640553,26.55021834,19.05982906,38.96103896,26.64383562,26.54950495,23.48535565,32.71541502,42.45535714,27.31034483,21.66521739,21.00371747,30.72796935,25.81385281,27.63675214,31.30603448,32.95378151,27.42704626,25.91695502,16.45126354,16.22909091,20.75347222,26.59917355,19.73063973,26.07142857,24.2,32.78761062,23.31896552,28.83211679,14.50140989,16.67156719,14.83131763,17.05997758,16.35604542,17.1592256,17.03859281,15.65568676,16.36005801,16.17920149,15.9214876,14.66694421,15.49960032,16.5382225,17.39449078,15.56903903,15.41933419,15.73673184,16.50091408,17.07685933,17.09048962,16.54783394
38.01397787,31.73943662,18.86923344,21.16922152,29.22748815,24.39170507,26.6069869,18.91880342,39.13419913,24.34931507,25.75742574,21.51882845,29.97233202,41.41517857,27.03448276,21.07391304,19.96282528,29.29885057,23.72294372,27.52136752,31.19396552,32.94117647,27.23487544,25.87197232,16.45126354,15.91636364,20.49652778,26.5,19.68686869,26.03174603,24.01276596,32.74336283,22.84482759,28.75912409,14.49115611,16.60394002,14.67218332,16.94786996,16.24248497,16.92216515,16.93357837,15.62668324,16.22125544,16.06313835,15.74380165,14.47543714,15.53423928,16.48435881,17.19231741,15.62151525,15.51536492,15.56215084,16.50091408,17.07685933,17.01358626,16.54783394
34.8281887,31.28873239,16.8331599,21.09107304,28.92417062,24.23963134,26.62445415,18.85897436,39.16450216,22.9109589,25.18316832,20.40585774,28.16996047,40.80357143,26.86206897,20.73913043,19.3197026,28.14942529,22.5974026,27.36324786,31.03448276,32.92857143,27.14234875,25.87197232,16.45126354,15.73454545,20.37152778,26.41735537,19.75420875,26.05952381,23.85957447,32.77433628,22.65948276,28.74817518,14.50140989,16.61276095,14.59898154,16.8441704,16.16566466,16.77992888,16.88894723,15.59353636,16.17982184,16.0097493,15.64876033,14.29225645,15.49960032,16.42842345,17.05079606,15.71006888,15.56658131,15.40851955,16.58866545,17.04992749,17.0212766,16.51624549
33.21490973,31.12676056,15.51508845,21.00090171,28.84834123,24.16129032,26.58078603,18.85897436,39.27705628,22.12328767,24.78712871,19.79079498,27.26086957,40.50446429,26.7,20.53478261,19.00743494,27.20306513,21.99134199,27.29487179,31.00431034,32.99579832,27.10676157,25.88235294,16.55956679,15.63636364,20.3125,26.29338843,19.73063973,26.04365079,23.87234043,32.87610619,22.44396552,28.68613139,14.52704435,16.69214937,14.54487588,16.79652466,16.1756847,16.66139866,16.86269362,15.60596644,16.15288999,16.02367688,15.5661157,14.19650291,15.52624567,16.40770665,16.97498105,15.85109872,15.64340589,15.37360335,16.63619744,17.1120779,17.00333248,16.51624549
32.34129295,30.8943662,14.89073881,21.00090171,28.87677725,24.0875576,26.75545852,18.93162393,39.26406926,21.64383562,24.55445545,19.46861925,26.66798419,40.3125,26.63103448,20.44782609,18.88475836,26.43678161,21.7012987,27.29487179,31.02155172,33.01260504,27.03558719,25.83737024,16.72563177,15.52727273,20.24305556,26.26859504,19.77441077,25.99206349,23.8,33.00884956,22.38362069,28.66058394,14.57831325,16.78035872,14.55442393,16.80773543,16.2992652,16.64559463,16.87319506,15.66811684,16.13838823,16.03992572,15.5661157,14.11323897,15.60618172,16.42842345,16.93201921,16.23483109,15.83546735,15.25837989,16.8190128,17.02921069,16.91104845,16.57490975
31.85789167,30.70422535,14.47450572,21.03997595,29.03791469,23.91705069,27.04366812,19.11538462,39.43722944,21.39383562,24.49009901,19.25941423,26.36363636,40.07589286,26.5862069,20.37826087,18.82156134,25.95019157,21.45887446,27.38034188,31.13362069,32.97058824,27.11743772,25.87197232,17.03971119,15.49090909,20.20833333,26.26859504,19.73063973,26.05952381,23.8,33.15486726,22.24137931,28.60218978,14.74750064,17.00382241,14.57670274,16.82455157,16.46626587,16.6851047,16.83644001,15.80070437,16.09695463,16.01671309,15.49586777,14.14238135,15.67545963,16.46985705,16.93960071,16.96621843,16.25160051,15.25837989,17.0274223,17.06442925,16.97769803,16.63808664
31.5259173,30.56338028,14.28026361,21.12113015,28.99052133,23.83870968,27.49781659,19.37179487,39.40692641,21.20890411,24.40594059,19.13389121,26.2055336,39.86607143,26.61034483,20.30434783,18.73605948,25.56704981,21.34199134,27.44871795,31.17672414,32.8697479,27.07117438,26.02076125,17.59205776,15.45454545,20.21875,26.30991736,19.82154882,26.11111111,23.73191489,33.55309735,22.28448276,28.57664234,15.15765188,17.33901794,14.57670274,16.79652466,16.66666667,16.70090873,16.82068784,16.03480423,16.08245287,15.97028784,15.52479339,14.19650291,15.76605382,16.46364201,16.89916603,18.24532634,16.94302177,15.26885475,17.51371115,17.01470893,16.95206357,16.72833935
31.5259173,30.68309859,14.18661117,21.24135858,28.92417062,23.87096774,28.20960699,19.78632479,39.39393939,21.11986301,24.30693069,19.0376569,26.19367589,39.79017857,26.63103448,20.3173913,18.58736059,25.33716475,21.18181818,27.47863248,31.34913793,32.91176471,27.08185053,26.183391,18.74729242,15.48,20.26736111,26.44628099,19.93265993,26.17857143,23.75744681,34.4380531,22.29741379,28.51459854,15.7985132,18.01528962,14.66263526,16.78811659,17.03406814,16.76412485,16.85481754,16.4967889,16.17982184,15.98653668,15.45454545,14.30890924,15.92592593,16.45535529,16.88905737,20.3443752,18.12740077,15.28282123,18.47531993,16.96706029,17.03922071,16.81859206
31.45020384,30.93661972,14.14151925,21.40066126,28.95734597,23.85714286,29.31441048,20.42735043,39.20779221,21.03767123,24.24257426,18.9539749,26.1541502,39.85267857,26.64482759,20.37826087,18.50185874,25.16091954,21.16883117,27.50854701,31.3362069,32.89915966,27.03558719,26.53979239,20.6967509,15.49090909,20.3125,26.68181818,20.1010101,26.21825397,23.74468085,35.72123894,22.32758621,28.41970803,16.81620097,18.97383123,14.73583705,16.86378924,17.61189045,16.80363493,16.90732476,17.20944686,16.28962088,16.03992572,15.41322314,14.40466278,16.24567013,16.40770665,16.92443771,23.39455559,19.88796415,15.36312849,20.02559415,16.94634348,17.0212766,17.07129964
31.33372161,31.28873239,14.14151925,21.71024947,28.95734597,23.90322581,31.04803493,21.66666667,39.20779221,20.96917808,24.27227723,18.91213389,26.23320158,39.77678571,26.7137931,20.40434783,18.43866171,24.96934866,21.21212121,27.61965812,31.52155172,32.98319328,27.12811388,27.18685121,24.48736462,15.57454545,20.41666667,27.03719008,20.47138047,26.44047619,23.85957447,38.12831858,22.40086207,28.38321168,18.52601897,20.62040576,14.8854233,16.97589686,18.77087508,16.98933228,17.0123392,18.38201782,16.36627305,16.13277623,15.50826446,14.60033306,16.90114575,16.41392169,16.98256255,28.77336832,22.91933419,15.40851955,22.58500914,16.96706029,17.20071776,17.46389892
31.15899825,32.02112676,14.14151925,22.11301473,29.06635071,24.0875576,33.71179039,23.49145299,39.22077922,21.00342466,24.39108911,18.88284519,26.2173913,39.73214286,26.85172414,20.34782609,18.50185874,24.81609195,21.35497835,27.77777778,31.89655172,33.07983193,27.30604982,28.5916955,31.4801444,15.69818182,20.60069444,27.78099174,21.16835017,26.98412698,24.17021277,42.59734513,22.54310345,28.39416058,21.4380928,23.31667157,15.18141311,17.12443946,20.75150301,17.27775583,17.0727225,20.50341827,16.44914025,16.20241411,15.74380165,14.94587843,18.01225686,16.44292521,17.01541572,36.63496228,28.38348271,15.52723464,26.89945155,17.01470893,17.35452448,18.23104693
31.15899825,33.16901408,14.15192508,22.90351668,29.41706161,24.48387097,37.87336245,26.45299145,39.27705628,21.00342466,24.5049505,18.9665272,26.19367589,39.70089286,27.01034483,20.36086957,18.51301115,24.78927203,21.38528139,28.21794872,32.70258621,33.13865546,27.5088968,31.39446367,40.13357401,15.93818182,20.9375,29.28512397,22.6026936,28.04365079,24.90638298,49.01327434,22.72844828,28.45620438,26.76236862,28.235813,15.80840229,17.39630045,24.20507682,17.85855393,17.37201365,23.48663766,16.66252331,16.41829155,16.30991736,15.64113239,20.03730349,16.46985705,17.05079606,45.61167596,36.11715749,15.75768156,34.74588665,17.14729646,17.73904127,19.75180505
31.31624927,35.33098592,14.09295872,24.25608656,29.90521327,25.02304147,43.930131,30.78205128,39.30735931,21.03767123,24.7029703,19.0083682,26.04743083,39.67410714,27.24137931,20.49130435,18.55018587,24.80076628,21.48484848,29.01709402,34.2112069,33.22268908,27.93594306,36.59861592,49.09747292,16.35272727,21.57291667,32.09504132,25.20875421,30.0515873,26.24255319,55.96017699,22.97413793,28.47810219,33.22994104,34.67509556,16.86823679,17.90919283,30.07014028,18.84630581,17.83407719,26.81375596,17.07064429,16.82219127,17.23140496,16.89009159,23.535838,16.50507562,17.15946424,54.13906199,44.43021767,16.28142458,44.78976234,17.34617775,18.40553704,22.38267148
31.50844496,38.04929577,14.09295872,26.11061016,30.79146919,25.83870968,52.63318777,36.65384615,39.30735931,21.05136986,25.16336634,19.06694561,26.07509881,39.6875,27.72413793,20.82608696,18.62453532,24.85440613,21.5021645,30.58547009,36.85344828,33.37394958,28.38790036,43.21799308,56.50902527,16.98181818,22.70833333,36.7768595,29.57239057,33.37301587,28.63829787,62.00442478,23.41810345,28.55109489,39.70776724,41.32019994,18.53278167,18.89013453,37.76553106,20.37534571,18.64006301,29.82597887,17.81644914,17.58820799,18.66528926,18.70524563,28.72368772,16.57344106,17.41976245,61.5611676,51.60051216,17.09846369,54.67276051,17.73979698,19.57703153,26.30866426
31.6249272,42.41549296,14.18661117,29.31469793,32.09952607,27.18894009,64.1790393,45.97008547,39.29437229,21.16438356,26.12376238,19.19246862,26.2055336,39.6875,28.75862069,21.39130435,18.91078067,25.00766284,21.76190476,33.44871795,42.2112069,33.51680672,29.39501779,50.52941176,63.70758123,18.31636364,24.83680556,44.30991736,36.76767677,39.8531746,33.1787234,67.30088496,24.45258621,28.67518248,45.26275314,47.19200235,21.39719924,20.57174888,46.06880428,22.92769656,19.82147545,32.58131345,18.94965817,18.86490251,21.18595041,22.07743547,34.5243805,16.71224363,17.91003285,68.51426697,57.97055058,18.53002793,63.00914077,18.39651958,21.34580877,33.12274368
32.20733838,49.20422535,14.47450572,34.61677187,34.06161137,29.13824885,76.28820961,57.23504274,39.27705628,21.36986301,27.88613861,19.52719665,26.37549407,39.73214286,30.67931034,22.46521739,19.43122677,25.3256705,22.04761905,39.11538462,50.54741379,33.62605042,31.3772242,57.65743945,70,20.86181818,28.96875,52.88016529,45.36363636,48.21428571,41.43404255,71.96017699,26.26293103,28.87956204,50.41527813,52.48456336,26.42584341,23.29876682,53.9746159,27.34097195,22.00052507,35.15019681,20.75823493,21.12349118,25.40082645,27.46461282,40.34905409,16.80754092,18.80970432,74.64742539,63.65877081,20.97416201,70.43144424,19.55044541,24.40399897,43.95306859
