#T4 #,#Progesterone #,#T4 #,#T4 #,#T4 #,#T4 #,#cCRP #,#cCRP #,#Vet D-Dimer #,#Vet D-Dimer #,#T4 #
T4NYA07VB,PGNFA04VB,T4MXA01VB,T4NAA02VB,T4NAA02VB,T4NAA02VB,CRNDA06VN,CRNDA06VN,DDNEA04V,TSNKA01VB.1,T4NHA03V
48.27,48.27,48.27,48.27,48.27,48.27,38.64,39.75,48.27,48.27,48.27
> 90.00,> 20.00,Error 25,Error 25,Error 25,Error 25,Error 25,Error 25,Error 25,Error 25,Error 25
,,,,,,,,,,
#### SCAN DATA ####,#### SCAN DATA ####,2017-07-24 14:46:01,2017-08-12 14:48:20,2017-08-14 15:45:13,2017-08-16 16:13:52,2017-06-05 cCRP,2017-07-05 cCRP,2017-07-05 D-Dimer,2018-02-28 TSH,2018-02-28 T4
1.029625026,5.297286099,1.278226642,14.12264346,11.32587528,0,0,0,21.04205511,21.04205511,8.887507769
0.870105656,5.143981769,0.227884815,13.82432152,11.5744769,0,0,0,20.92396934,20.92396934,8.375802776
0.959187901,5.206132173,0,13.54878807,11.96809613,0,0,0,21.24922312,21.24922312,7.230163663
0.890822457,5.268282577,0,13.27946965,12.4715144,0,0,0,22.07789517,22.07789517,5.164698571
0.967474622,5.131551688,0,12.74704786,13.01636627,0,0,0,22.60203025,22.60203025,2.720116014
1.021338305,4.945100476,0,12.27884815,13.70002072,0,0,0,22.56681168,22.56681168,0.973689662
1.09177543,4.862233271,0,11.77335819,14.26766107,0,0,0,22.14004558,22.14004558,0.186451212
0.979904703,4.771079345,0,11.69877771,14.75036254,0,0,0,21.94530764,21.94530764,0.020716801
0.843173814,4.758649265,0,11.60762378,14.97203232,0,0,0,22.01574477,22.01574477,0
0.822457013,4.696498861,0,11.60140874,15.48166563,0,0,0,22.04267661,22.04267661,0
0.876320696,4.37746012,0,11.5744769,15.99958566,0,0,0,22.15247566,22.15247566,0
0.911539258,4.21172571,0,11.54547338,16.28962088,0,0,0,22.56681168,22.56681168,0
0.917754299,4.267661073,0,11.6366273,15.97265382,0,0,0,23.16759892,23.16759892,0
0.890822457,4.412678682,0,11.60140874,15.26206754,0,0,0,23.46592086,23.46592086,0
0.884607417,4.22001243,0,11.56619018,14.64677854,0,0,0,23.41620054,23.41620054,0
0.863890615,3.631655272,0,11.43567433,13.90718873,0,0,0,23.33333333,23.33333333,0
0.897037497,2.790553139,0,11.37973897,13.16138388,0,0,0,23.28568469,23.28568469,0
0.946757821,2.140045577,0,11.33209033,12.28506319,0,0,0,23.46592086,23.46592086,0
1.000621504,1.843795318,0,11.23472136,11.10420551,0,0,0,23.70002072,23.70002072,0
1.050341827,2.133830537,0,11.26993992,8.736275119,0,0.018115942,0,24.11435674,24.11435674,0
1.153925834,2.645535529,0,11.35902217,5.330432981,0,0.18115942,0,24.54940957,24.54940957,0
1.056556868,3.155168842,0,11.50403978,2.127615496,0,0.458074534,0,25.04039776,25.04039776,0
0.988191423,3.548788067,0,11.5537601,0.379117464,0,0.76863354,0,26.02030247,26.02030247,0
0.93225606,3.735239279,0,11.5951937,0,0,1.094720497,0,27.09136109,27.09136109,0
0.905324218,3.921690491,0,11.62834058,0,0,1.467391304,0,27.87031282,27.87031282,0
0.973689662,4.019059457,0,11.65734411,0,0,1.89699793,0,27.76051378,27.76051378,0
0.890822457,4.143360265,0,11.72570955,0,0,2.432712215,0,27.14522478,27.14522478,0
1.104205511,4.288377874,0,11.90594572,0,0,3.07194617,0,26.73088875,26.73088875,0
0.967474622,4.184793868,0,12.14626062,0,0,3.786231884,0,26.89662316,26.89662316,0
1.021338305,3.729024239,0,12.31199503,0,0,4.74378882,0,27.51191216,27.51191216,0
0.849388854,3.383053657,0,12.16076238,0,0,6.09989648,0,27.84959602,27.84959602,0
0.863890615,3.486637663,0,11.86451212,0,0,8.152173913,0,27.75429874,27.75429874,0
0.78723845,3.853325047,0,11.78164491,0,0,11.0947205,0,27.76051378,27.76051378,0
0.710586285,4.033561218,0,11.8769422,0,0,14.72567288,0,28.14791796,28.14791796,0
0.710586285,3.867826808,0,12.06339341,0,0,20.04917184,0,28.60368759,28.60368759,0
0.745804848,3.764242801,0,12.14004558,0,0,30.42701863,0,28.27221877,28.27221877,0
0.905324218,3.557074788,0,12.32028175,0,0,48.07712215,0,27.52641392,27.52641392,0
0.9384711,3.424487259,0,12.36793039,0,0,67.39906832,0,26.44914025,26.44914025,0
0.911539258,3.273254609,0,12.25813134,0,0,82.06521739,0,24.23865755,24.23865755,0
0.905324218,3.349906774,0,12.14626062,0,0,87.89596273,0,18.91443961,18.91443961,0
0.884607417,3.652372074,0,12.20841102,0,0,87.97360248,0,12.09239693,12.09239693,0
0.926041019,4.004557696,0,12.31199503,0,0,85.53312629,0,6.188108556,6.188108556,0
0.849388854,4.246944272,0,12.46529936,0,0,83.36697723,0,3.28775637,3.28775637,0
0.994406464,4.302879635,0,12.67868241,0,0,82.50517598,0,2.03024653,2.03024653,0
1.000621504,4.267661073,0,13.01636627,0,0,83.22204969,0,1.25750984,1.25750984,0
1.139424073,4.37746012,0,13.35612181,0,0,83.64389234,0,0.760306609,0.760306609,0
1.201574477,4.433395484,0,13.54257303,0,0,84.35041408,0,0.428837787,0.428837787,0
1.174642635,4.543194531,0,13.70830744,0,0,83.14440994,0,0.263103377,0.263103377,0
0.926041019,4.613631655,0,13.92169049,0,0,81.54761905,0,0.15123265,0.15123265,0
0.807955252,4.744147504,0,14.57841309,0,0,79.39182195,0,0.047648643,0.047648643,0
0.752019888,4.924383675,0,15.39879843,0,0,78.21687371,0,0,0,0
0.890822457,5.164698571,0,16.17982184,0,0,77.32142857,0,0,0,0
0.766521649,5.380153304,0,16.49057386,0,0,75.88768116,0,0,0,0
0.760306609,5.682618604,0,16.61487466,0,0,74.53416149,0,0,0,0
0.704371245,5.835922933,0,16.52579242,0,0,73.64648033,0,0,0,0
0.760306609,6.001657344,0,16.35177129,0,0,73.83540373,0,0,0,0
0.855603895,5.945721981,0,15.85456805,0,0,73.06677019,0,0,0,0
0.766521649,5.877356536,0,14.91609695,0,0,70.79968944,0,0,0,0
0.677439403,5.925005179,0,13.83260825,0,0,67.16614907,0,0,0,0
0.607002279,6.229542159,0,12.71390097,0,0,63.37215321,0,0,0,0
0.843173814,6.519577377,0,11.08348871,0,0,60.6547619,0,0,0,0
1.340377046,6.463642014,0,7.928319867,0,0,60.29244306,0,0,0,0
3.196602445,5.945721981,0,3.992127615,0,0,61.77536232,0,0,0,0
6.484358815,5.214418894,0,1.104205511,0,0,63.51708075,0,0,0,0
10.80795525,4.178578827,0,0,0,0,63.28416149,0,0,0,0
13.68759064,2.666252331,0,0,0,0,61.46480331,0,0,0,0
14.99896416,1.180857676,0,0,0,0,59.54192547,0,0,0,0
13.94862233,0.213383054,0,0,0,0,59.24689441,0,0,0,0
13.1903874,0,0,0,0,0,60.37784679,0,0,0,0
12.80298322,0,0,0,0,0,62.79244306,0,0,0,0
13.0868034,0,0,0,0,0,65.09575569,0,0,0,0
13.34162005,0,0,0,0,0,66.77018634,0,0,0,0
13.17588564,0,0,0,0,0,67.63198758,0,0,0,0
13.62544023,0,0,0,0,0,67.58022774,0,0,0,0
14.30080796,0,0,0,0,0,67.82349896,0,0,0,0
14.73586078,0,0,0,0,0,67.11438923,0,0,0,0
15.49616739,0,0,0,0,0,66.74430642,0,0,0,0
16.02858919,0,0,0,0,0,66.26035197,0,0,0,0
16.80754092,0,0,0,0,0,65.80486542,0,0,0,0
16.99399213,0,0,0,0,0,63.91563147,0,0,0,0
17.00849389,0,0,0,0,0,61.08436853,0,0,0,0
16.5589393,0,0,0,0,0,60.27432712,0,0,0,0
16.2150404,0,0,0,0,0,62.51811594,0,0,0,0
15.19991713,0,0,0,0,0,65.52018634,0,0,0,0
14.52869277,0,0,0,0,0,66.62267081,0,0,0,0
13.04536979,0,0,0,0,0,65.61335404,0,0,0,0
12.32649679,0,0,0,0,0,65.39078675,0,0,0,0
11.69049099,0,0,0,0,0,66.62267081,0,0,0,0
11.897659,0,0,0,0,0,68.81469979,0,0,0,0
11.82929356,0,0,0,0,0,70.60041408,0,0,0,0
11.40874249,0,0,0,0,0,71.59161491,0,0,0,0
11.19328776,0,0,0,0,0,73.05124224,0,0,0,0
10.96540294,0,0,0,0,0,74.79296066,0,0,0,0
11.46260617,0,0,0,0,0,76.4673913,0,0,0,0
11.6366273,0,0,0,0,0,77.51811594,0,0,0,0
11.66977419,0,0,0,0,0,77.51811594,0,0,0,0
11.76714315,0,0,0,0,0,76.75983437,0,0,0,0
11.78164491,0,0,0,0,0,76.64855072,0,0,0,0
11.95359437,0,0,0,0,0,78.0615942,0,0,0,0
11.89144396,0,0,0,0,0,80.86697723,0,0,0,0
12.14004558,0,0,0,0,0,82.64233954,0,0,0,0
12.5336648,0,0,0,0,0,82.79761905,0,0,0,0
13.32090325,0,0,0,0,0,83.45496894,0,0,0,0
13.52185623,0,0,0,0,0,84.32453416,0,0,0,0
14.13507354,0,0,0,0,0,85.73240166,0,0,0,0
14.23865755,0,0,0,0,0,85.87732919,0,0,0,0
15.12948001,0,0,0,0,0,85.88768116,0,0,0,0
15.12948001,0,0,0,0,0,85.88768116,0,0,0,0
15.12948001,0,0,0,0,0,85.88768116,0,0,0,0
15.12948001,0,0,0,0,0,85.88768116,0,0,0,0
#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####
