#T4 #,#T4 #,#T4 #,#Progesterone #,#Cortisol #,#T4 #,#T4 #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#Progesterone #,#T4 #,#T4 #,#cCRP #,#cCRP #,#cCRP #,#cCRP #,#cCRP #,#cCRP #,#cCRP #,#cCRP #,#T4 #
T4NYA07VB,T4NYA07VB,T4NYA07VB,PGOAA08VB,CONHA04VB,T4NFA03VB,T4NFA03VB,PGNHA06VB.1,PGNXA05VB,PGNXA05VB,PGNXA05VB,PGNFA04VB,PGNFA04VB,T4NFA03VB,T4NFA03VB,CRNHA07VN,CRNHA07VN,CRNHA07VN,CRNHA07VN,CRNHA07VN,CRNHA07VN,CRNHA07VN,CRNHA07VN,T4NFA02V
48.27,48.27,27.9,16.24,12.54,19.57,20.68,17.72,5.13,37.72,18.09,48.27,34.38,48.27,48.27,13.46,1.24,26.24,12.35,8.46,5.5,8.65,16.61,48.27
< 8.00,34.75,< 8.00,1.81,< 30.00,< 8.00,< 8.00,< 1.00,< 1.00,6.71,< 1.00,2.49,8.46,> 90.00,77.54,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####,#### SCAN DATA ####
20.29625026,18.47317174,16.77419355,23.13423645,11.45933014,25.56463975,26.49903288,18.05869074,20.07797271,21.08430541,20.24875622,17.29231407,18.51948807,30.18437953,23.88025689,68.42496285,26.0483871,84.8589939,86.048583,75.85106383,48.67272727,62.08092486,72.04695966,21.82100684
19.54215869,18.64512119,16.69175627,23.0726601,11.45933014,25.666837,26.67794971,17.92889391,20.52631579,21.04984093,20.657822,16.97327533,18.52821408,30.19059457,24.25937435,68.49925706,25.56451613,84.79420732,87.10121457,76.59574468,49.27272727,62.5433526,72.42624925,21.73813963
19.19825979,18.82535736,16.67741935,23.10960591,11.53907496,25.5850792,26.75531915,17.79345372,21.18908382,20.97826087,21.11663903,16.88419308,18.62420012,30.16987777,24.48104413,68.69985141,25.24193548,85.14862805,88.63967611,77.42316785,48.96363636,62.89017341,72.52859723,21.70499275
18.98280505,19.00352186,16.70250896,23.21428571,11.58692185,25.60040879,27.07930368,17.73702032,22.08576998,20.89872747,21.57545605,17.09757613,18.56602676,30.21959809,24.70064222,68.69985141,25,85.21341463,89.41700405,77.26950355,48.85454545,63.20231214,72.42624925,21.60140874
18.91443961,19.18375803,16.73835125,23.41748768,11.56299841,25.17629024,27.2098646,17.73702032,23.52826511,20.82979852,21.90713101,17.7688005,18.68237347,30.14294593,24.81872799,68.92273403,24.75806452,85.13719512,90.58299595,77.81323877,49.45454545,62.92485549,72.00481638,21.48953802
18.85850425,19.33499068,16.77419355,23.75,11.48325359,25.19161983,27.38394584,17.75959368,26.06237817,20.9252386,22.09508015,18.85850425,18.74054683,29.99171328,25.0466128,68.67013373,24.43548387,84.79420732,91.31174089,78.0141844,50.90909091,62.80924855,71.7037929,21.17257096
18.89993785,19.51522685,16.78494624,24.18103448,11.29984051,25.10475217,27.41779497,17.88939052,31.18908382,21.18239661,22.1116639,20.21959809,18.98487493,29.83840895,25.18541537,68.74442793,24.75806452,84.79420732,92.44534413,79.27895981,52.36363636,62.57803468,71.5833835,20.79966853
18.90822457,19.65402942,16.81003584,24.83374384,11.18819777,24.95145631,27.51450677,18.17155756,41.57894737,21.87168611,22.00110558,21.78785995,19.26410704,29.56909053,25.33043298,68.32838039,24.75806452,85.03429878,93.11740891,79.58628842,52.96363636,63.2716763,71.82420229,20.47441475
18.93515641,19.77004351,16.78494624,25.7820197,11.14035088,24.97189576,27.62572534,18.71896163,58.08966862,23.26882291,22.1116639,23.4928527,19.84584061,29.35570748,25.41951523,68.81872214,25.24193548,85.50685976,93.46558704,79.66903073,53.4,63.43352601,71.5653221,20.10979905
18.94965817,19.84048063,16.79928315,27.33990148,11.50717703,25.19161983,27.7901354,19.67832957,87.77777778,25.67073171,22.6644555,25.82763621,20.9133217,29.17547131,25.60596644,69.14561664,24.75806452,85.54496951,93.52226721,79.63356974,54.18181818,63.73410405,71.76399759,19.86741247
19.02423866,19.87362751,16.76344086,30.21551724,12.38437002,25.85590189,28.01257253,21.40519187,137.4269006,30.16967126,24.17357656,30.41226435,22.88248982,29.14853947,25.75719909,69.56166419,25,85.48018293,93.5465587,79.1607565,56.23636364,63.38728324,71.6435882,19.46757821
19.10089082,19.88191423,16.74910394,36.02216749,14.19457735,26.16249361,28.17698259,24.73476298,232.9434698,38.44909862,27.45715865,38.0712658,26.81791739,28.83778745,25.95815206,69.81426449,24.43548387,85.28963415,93.11740891,79.3498818,58.05454545,63.66473988,72.42624925,19.18997307
19.18375803,19.88812927,16.76344086,45.73275862,16.85007974,27.09759836,28.32205029,30.66027088,383.8206628,54.85949099,33.90270868,48.20178164,33.77835951,28.7072716,26.13010151,70.75037147,25,85.55640244,93.57894737,79.3144208,62.18181818,64.08092486,72.46839253,18.86679097
19.19825979,19.95649472,16.79928315,59.54433498,20.97288676,28.17066939,28.66054159,39.88148984,540.545809,72.63255567,44.05749033,57.71079345,43.85398487,28.59540087,26.20053864,72.28826152,25.24193548,85.33917683,94.71255061,80.17730496,67.09090909,65.12138728,73.13064419,18.58918583
19.21897659,20.01864512,16.89247312,82.61699507,26.53110048,29.62187021,29.15860735,57.46613995,641.3840156,86.02067869,63.25594251,64.67785374,57.73705643,28.65755127,26.36627305,75.68350669,25.56451613,84.91996951,97.27125506,81.12293144,76.05454545,67.86127168,73.19084889,18.29915061
19.24590843,20.04764864,16.95340502,120.2155172,31.20414673,31.88553909,29.67601547,85.36681716,652.3001949,86.752386,98.17578773,67.45390512,72.94938918,28.56225399,26.6210897,80.70579495,26.61290323,84.52743902,100.9959514,82.54137116,87.63636364,71.67630058,74.75617098,18.00290035
19.3639942,20.05386368,17.10752688,164.2241379,32.16108453,35.08942259,30.27079304,124.6049661,608.1871345,79.53340403,141.3488115,66.13424487,87.2600349,28.50631862,26.91112492,90.09658247,27.41935484,85.01143293,107.6680162,84.83451537,112.7272727,78.49710983,75.67730283,17.8102341
19.48000829,20.10979905,17.35842294,196.7549261,29.05103668,39.84159428,31.32011605,162.6410835,540.0194932,68.45174973,175.8043118,61.70084939,96.69284468,28.50631862,27.18665838,104.4576523,29.83870968,86.47103659,117.8137652,89.12529551,142.5454545,88.70520231,77.38109573,17.7480837
19.59187901,20.18437953,17.70609319,204.864532,24.56140351,43.85794584,32.78529981,188.9954853,468.1676413,58.11240721,187.2305141,56.08659623,100.9394997,28.45866998,27.538844,129.0490342,35.48387097,89.21493902,134.5991903,94.71631206,160.4909091,104.1618497,79.15111379,17.78123058
19.6871763,20.2403149,18.39784946,193.2450739,20.8692185,45.41134389,35.20309478,197.4435666,397.3294347,49.19671262,179.143173,50.45162627,101.0762071,28.45866998,27.98839859,157.2808321,46.77419355,92.29039634,157.1659919,102.2813239,153.1454545,133.6069364,83.80493679,17.90553139
19.88191423,20.28796354,19.60573477,171.2869458,17.96650718,44.50689831,39.1344294,193.1151242,331.9103314,41.95917285,161.4538419,45.16884193,98.96160558,28.40894966,28.65755127,175.7578009,61.85483871,96.65777439,164.0728745,112.4113475,131.3272727,158.265896,92.07104154,18.29293557
20.12222913,20.40604931,22.01792115,145.33867,15.6539075,41.54317833,43.03675048,181.9243792,271.7933723,35.94114528,140.1713654,40.35632898,95.81151832,28.41723638,29.68096126,175.1337296,84.67741935,102.8963415,157.9190283,130.7683215,111.2727273,167.017341,103.6303432,18.83157241
20.45369795,20.68986948,26.15412186,119.66133,14.01116427,38.73275422,44.92263056,168.8487585,219.8245614,31.46076352,118.3139856,36.13631655,91.98080279,28.50631862,30.53656515,160.423477,130.4032258,115.4230183,136.6234818,158.1205674,98.36363636,150.7514451,122.3359422,19.87362751
20.8763207,21.15185415,31.60215054,98.27586207,12.94258373,35.9887583,43.60251451,155.6264108,179.2007797,28.23435843,98.87783306,33.11995028,87.89994183,28.60990263,30.85353221,143.46211,176.6129032,119.1044207,123.4008097,175.212766,89.21818182,128.7052023,156.4539434,21.29687176
21.40667081,21.73192459,37.81362007,81.11453202,12.22488038,33.84261625,41.15087041,142.53386,145.2241715,25.74231177,81.81315644,30.63393412,83.71146015,28.65755127,30.57799876,128.1575037,194.1129032,116.9855183,112.9797571,174.787234,83.81818182,112.2196532,178.5490668,23.82432152
21.88315724,22.14004558,42.16129032,67.48768473,11.66666667,32.2074604,38.63636364,129.3623025,116.9005848,23.78844115,67.75566611,28.67826808,79.45607912,28.60368759,30.15744769,115.1783061,168.7903226,105.3353659,107.2631579,155.6737589,80.23636364,99.53757225,180.7344973,27.01470893
22.04889165,22.27677647,43.52329749,55.84975369,11.29984051,30.8482371,36.63926499,115.9706546,90.58479532,22.01219512,55.31785517,26.38698985,74.75276323,28.67205304,29.71410814,103.7890045,129.5967742,98.5632622,102.48583,137.6713948,78.18181818,89.94219653,155.9903672,29.84669567
22.03646157,22.12554382,41.57706093,47.27216749,11.02870813,29.87736331,34.78239845,103.3465011,67.11500975,20.4135737,45.12437811,24.14957531,69.3222804,28.75492024,29.34120572,95.29717682,96.53225806,92.83536585,99.1902834,123.8770686,77.27272727,83.54913295,132.9921734,30.65465092
21.91216076,21.9390926,38.53046595,41.13300493,10.82137161,29.00868677,33.5589942,91.9469526,47.95321637,19.00053022,37.55113322,21.9390926,63.11809191,28.83157241,29.0304537,89.15304606,76.61290323,89.62271341,96.65587045,114.1489362,77.21818182,80.31213873,116.6164961,29.37642428
21.93287756,21.72570955,35.38709677,36.41009852,10.58213716,28.00204394,32.39845261,80.49097065,33.39181287,17.59544008,31.58098397,19.6871763,55.81733566,28.92686969,28.81707064,84.71768202,59.11290323,86.87881098,95.52226721,107.0094563,77.14545455,79.15606936,104.5755569,26.96706029
21.9183758,21.55997514,32.47311828,32.32758621,10.44657097,27.28666326,31.47969052,69.0744921,24.03508772,16.27783669,27.07020453,17.61549617,47.44909831,29.04495546,28.55396727,81.25557207,48.9516129,85.9375,94.63157895,102.7186761,76.41818182,77.72254335,96.68874172,24.59705821
21.97431117,21.37352393,29.60573477,28.58990148,10.31100478,26.6223812,30.5270793,56.65914221,17.68031189,15.10339343,23.03482587,15.87528486,38.82198953,29.19618811,28.47938678,77.9346211,39.75806452,84.22256098,93.27935223,99.05437352,76.30909091,76.99421965,90.42745334,22.512948
21.98052621,21.3030868,27.22939068,25.75738916,10.31100478,25.97342872,29.75338491,44.62189616,13.78167641,14.3504772,19.75124378,14.77729439,30.78243165,29.23762171,28.39651958,75.0371471,34.67741935,84.29878049,91.71659919,96.65484634,76.36363636,75.10982659,86.35159542,20.9384711
22.03646157,21.178786,25.3655914,23.83004926,10.31100478,25.27848748,29.15860735,34.36794582,11.55945419,14.0164369,17.42951907,14.0667081,24.81966259,29.27284027,28.36751606,72.88261516,32.25806452,83.47179878,90.79352227,94.47990544,76.6,74.56647399,83.60626129,19.80526207
22.20219598,21.04205511,23.86021505,22.70320197,10.34290271,24.76750128,28.54448743,26.37133183,10.19493177,13.86532344,15.82642344,13.79738968,20.80570099,29.1133209,28.28464885,71.22585438,29.03225806,83.57469512,89.85425101,93.06146572,76.49090909,74.10404624,82.17940999,19.04495546
22.45701264,20.82660037,22.51971326,21.92118227,10.28708134,24.52733776,28.03191489,21.12302483,9.415204678,13.91834571,14.96406855,13.56950487,18.56602676,28.96208825,28.21006837,70.20802377,28.22580645,82.9535061,89.57894737,91.76122931,77.69090909,74.53179191,81.80012041,18.31365237
22.64967889,20.70229956,21.21863799,21.42857143,10.23125997,24.47623914,27.62572534,17.6241535,8.908382066,13.99787911,14.31730238,13.50113942,17.11169284,28.80256888,27.87031282,69.41307578,26.61290323,82.74771341,88.07287449,89.44444444,78.96363636,74.30057803,81.47501505,17.78123058
22.47772944,20.61943236,19.88172043,21.1637931,10.26315789,24.61420542,27.38394584,15.68848758,8.635477583,14.13043478,13.94693201,13.43898902,16.21000582,28.67205304,27.44976176,69.31649331,25.80645161,82.54573171,87.31174089,88.41607565,79.50909091,74.79768786,80.67429259,17.36067951
22.00745805,20.56556868,18.70967742,21.12068966,10.31100478,24.69596321,27.4032882,14.61625282,8.440545809,14.26299046,13.72581537,13.4514191,15.76497964,28.54775223,27.1742283,69.24219911,23.9516129,82.17606707,86.74493927,87.11583924,79.81818182,75.02890173,79.81336544,17.1949451
21.35280713,20.55728196,17.75268817,21.20073892,10.34290271,24.64486459,27.43230174,14.10835214,8.323586745,14.4485684,13.55997789,13.46592086,15.68644561,28.50010358,27.09136109,69.1679049,23.38709677,81.75685976,86.34008097,86.44208038,80.12727273,75.4566474,78.64539434,17.09136109
20.74373317,20.60700228,17.13261649,21.18226601,10.31100478,24.83392948,27.5,13.78668172,8.245614035,14.61558855,13.52681039,13.54878807,15.68644561,28.58918583,27.09136109,69.04160475,22.82258065,81.21189024,85.91093117,84.90543735,81.09090909,75.95375723,78.26610476,16.99399213
20.26724674,20.69608452,16.64157706,21.20073892,10.34290271,24.84925907,27.43230174,13.61738149,8.187134503,14.76670201,13.54339414,13.65237207,15.64863293,28.53325047,27.1327947,68.99702823,22.82258065,80.94512195,85.07692308,84.83451537,80.23636364,76.38150289,77.72426249,16.91941164
20.01243008,20.75201989,16.33333333,21.18226601,10.3907496,24.90035769,27.41779497,13.52708804,8.245614035,14.91781548,13.55997789,13.77045784,15.72716696,28.51253366,27.1949451,69.31649331,22.82258065,80.98323171,85.6437247,84.71631206,81.09090909,77.34104046,77.76640578,16.82825772
19.92334784,20.81417029,16.16487455,21.24384236,10.42264753,24.8850281,27.2582205,13.50451467,8.245614035,15.11134677,13.58208955,13.83260825,15.68644561,28.38201782,27.26331054,69.41307578,22.82258065,80.55259146,85.02024291,85.69739953,80.41818182,77.91907514,77.16435882,16.79511083
19.88191423,20.82038533,16.06810036,21.28694581,10.3907496,25.10475217,27.46615087,13.50451467,8.187134503,15.24390244,13.54339414,13.97762585,15.65735893,28.45038326,27.37310959,69.59138187,22.82258065,80.37347561,84.96356275,85.14184397,81.14545455,78.64739884,76.65863937,16.66252331
19.84048063,20.84110213,16.04659498,21.24384236,10.42264753,25.05365355,27.3549323,13.47065463,8.128654971,15.46394486,13.50469873,14.14957531,15.6689936,28.38201782,27.64242801,69.29420505,22.58064516,80.23246951,84.34817814,85.26004728,80.96363636,78.76300578,75.85791692,16.46364201
19.77004351,20.84731717,15.9390681,21.26231527,10.44657097,25.03832397,27.48065764,13.47065463,8.128654971,15.59650053,13.48811498,14.31530972,15.74461896,28.45866998,27.84338098,69.19019316,22.58064516,80.47637195,84.96356275,84.71631206,81.03636364,78.46242775,75.39434076,16.36005801
19.73689662,20.92396934,15.88888889,21.30541872,10.52631579,24.8185999,27.22437137,13.44808126,8.187134503,15.77412513,13.47153123,14.54319453,15.87260035,28.41723638,28.050549,69.56166419,22.58064516,80.71646341,85.85425101,84.39716312,81.14545455,78.84393064,74.69596629,16.17982184
19.77833023,20.99233478,15.84229391,21.41009852,10.58213716,25.19161983,27.1615087,13.47065463,8.187134503,15.88812301,13.52681039,14.72964574,15.77370564,28.43795318,28.23078517,70.08172363,22.58064516,80.6402439,86.25910931,84.78723404,81.09090909,79.42196532,73.87116195,16.13217319
19.82597887,21.07520199,15.8172043,21.42857143,10.68580542,25.34491569,27.1615087,13.47065463,8.245614035,16.06574761,13.54339414,14.83322975,15.84351367,28.46488502,28.41723638,70.11144131,22.58064516,80.6402439,86.07287449,84.55082742,81.63636364,79.61849711,73.50993377,15.97886886
19.89434431,21.15806919,15.79569892,21.44704433,10.68580542,25.38068472,27.07930368,13.47065463,8.245614035,16.20625663,13.52681039,14.9637456,15.86096568,28.48560182,28.47110006,69.81426449,22.82258065,80.51448171,85.42510121,84.78723404,80.96363636,78.7283237,73.32931969,15.88357158
19.88812927,21.25543816,15.72401434,21.47167488,10.68580542,25.36024527,27.01644101,13.39164786,8.245614035,16.32290562,13.50469873,15.01968096,15.95986038,28.49181686,28.53325047,69.73997028,22.58064516,81.02134146,85.20647773,84.39716312,80.36363636,77.83815029,73.0102348,15.69712036
19.92956288,21.26993992,15.68817204,21.55172414,10.62998405,25.12519162,27.03094778,13.37471783,8.245614035,16.47136797,13.41625207,15.17920033,16.05584642,28.40894966,28.54153719,69.83655275,22.82258065,81.68064024,85.56275304,84.24349882,79.58181818,77.34104046,72.60686334,15.57281956
19.92334784,21.2616532,15.66308244,21.59482759,10.68580542,25.36024527,27.01644101,13.33521445,8.245614035,16.64899258,13.36097291,15.18541537,16.03548575,28.40894966,28.45866998,69.66567608,22.33870968,81.66920732,84.96356275,83.72340426,80.36363636,77.91907514,72.66706803,15.51688419
19.95649472,21.2616532,15.65232975,21.65640394,10.70972887,25.25804803,26.98259188,13.37471783,8.245614035,16.82661718,13.30569375,15.38636834,16.03548575,28.27843381,28.40273462,69.36849926,22.58064516,81.58155488,84.8582996,83.21513002,79.58181818,77.76878613,73.26911499,15.39258339
19.90263103,21.21400456,15.68817204,21.77955665,10.70972887,25.05365355,26.93423598,13.39164786,8.187134503,17.00159067,13.25041459,15.61425316,16.02675974,28.1955666,28.47110006,69.07132244,22.33870968,81.54344512,83.58704453,83.21513002,80,77.19075145,73.88922336,15.17091361
19.82597887,21.13735239,15.69892473,21.87807882,10.68580542,24.92079714,26.93423598,13.47065463,8.187134503,17.15270414,13.26699834,15.82763621,16.0936591,28.18106484,28.50010358,69.21991085,22.58064516,82.30564024,83.58704453,83.17966903,79.09090909,76.61271676,74.25045154,14.84773151
19.77004351,21.04205511,15.69892473,21.96428571,10.68580542,24.44047011,26.75531915,13.50451467,8.187134503,17.25079533,13.19513543,16.03480423,16.02675974,28.33436917,28.40273462,69.31649331,22.58064516,82.63338415,83.2145749,83.48699764,79.21818182,76.49710983,75.03311258,14.71514398
19.7286099,21.01305158,15.65232975,21.98275862,10.70972887,24.83392948,26.59574468,13.48758465,8.187134503,17.35683987,13.26699834,16.07002279,15.95986038,28.34679925,28.40273462,69.39078752,22.33870968,81.98551829,83.72469636,83.88888889,79.94545455,76.7283237,76.41782059,14.71514398
19.75761342,20.9384711,15.61648746,22.02586207,10.78947368,24.73173224,26.61025145,13.43115124,8.128654971,17.40986214,13.15644002,16.15910503,16.04712042,28.28464885,28.46488502,69.31649331,22.33870968,81.40243902,83.96761134,82.8250591,80,76.10404624,78.24804335,14.61155998
19.74311166,20.84110213,15.61648746,22.04433498,10.82137161,25.074093,26.77466151,13.44808126,8.050682261,17.44432662,13.11774461,16.1943236,16.20127981,28.1955666,28.52082039,68.84843982,22.58064516,81.09756098,83.94331984,81.79669031,80.54545455,76.03468208,80.07224564,14.46654237
19.75761342,20.71680133,15.61648746,22.06280788,10.8692185,24.629535,26.87137331,13.48758465,7.992202729,17.41781548,13.08457711,16.28340584,16.30890052,28.14791796,28.52082039,68.25408618,22.82258065,81.3910061,83.78137652,80.41371158,80.78181818,75.60693642,81.43889223,14.25937435
19.75761342,20.71680133,15.61648746,22.06280788,10.8692185,24.629535,26.87137331,13.48758465,7.992202729,17.41781548,13.08457711,16.28340584,16.30890052,28.14791796,28.52082039,68.25408618,22.82258065,81.3910061,83.78137652,80.41371158,80.78181818,75.60693642,81.43889223,14.25937435
19.75761342,20.71680133,15.61648746,22.06280788,10.8692185,24.629535,26.87137331,13.48758465,7.992202729,17.41781548,13.08457711,16.28340584,16.30890052,28.14791796,28.52082039,68.25408618,22.82258065,81.3910061,83.78137652,80.41371158,80.78181818,75.60693642,81.43889223,14.25937435
19.75761342,20.71680133,15.61648746,22.06280788,10.8692185,24.629535,26.87137331,13.48758465,7.992202729,17.41781548,13.08457711,16.28340584,16.30890052,28.14791796,28.52082039,68.25408618,22.82258065,81.3910061,83.78137652,80.41371158,80.78181818,75.60693642,81.43889223,14.25937435
#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####,#### END ####
